recipeProcess_id,recipeProcess_recipeId,recipeProcess_no1,recipeProcess_image1,recipeProcess_no2,recipeProcess_image2,recipeProcess_no3,recipeProcess_image3,recipeProcess_no4,recipeProcess_image4,recipeProcess_no5,recipeProcess_image5,recipeProcess_no6,recipeProcess_image6,recipeProcess_no7,recipeProcess_image7,recipeProcess_no8,recipeProcess_image8,recipeProcess_no9,recipeProcess_image9,recipeProcess_no10,recipeProcess_image10,recipeProcess_no11,recipeProcess_image11,recipeProcess_no12,recipeProcess_image12,recipeProcess_no13,recipeProcess_image13,recipeProcess_no14,recipeProcess_image14,recipeProcess_no15,recipeProcess_image15,recipeProcess_no16,recipeProcess_image16,recipeProcess_no17,recipeProcess_image17,recipeProcess_no18,recipeProcess_image18,recipeProcess_no19,recipeProcess_image19,recipeProcess_no20,recipeProcess_image20
recipeProcess-1055,recipe-1055,"1. 참나물은 3cm 길이로 썰고, 고추와 양파, 마늘은 다진다.",,"2. 하수오, 구기자는 씻어 찬물에 넣어 30분 동안 끓여 약선 육수를 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00133_2.png,"3. 저염간장과 약선 육수를 섞고 들기름, 깨, 고춧가루, 다진 마늘, 다진 고추,
다진 양파를 넣어 겉절이 양념장을 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00133_3.png,4. 쌀은 흐르는 물에 씻어 15분간 불린 후 체에 받쳐 물기를 뺀다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00133_4.png,"5. 연근은 부채꼴로 썰고, 고구마는 깍둑썰기하고, 우엉은 어슷하게 썬다. 당
근은 껍질을 제거하고 납작하게 썬다.",,6. 베이컨과 소시지는 다져 끓는 물에 데친다.,,"7. 냄비에 4의 불린 쌀과 3의 채소, 구기자를 넣고 약선 육수를 부어 밥을
짓는다.",,8. 마늘은 기름을 두르지 않고 노릇하게 구워 밥 위에 올린다.,,9. 참나물을 겉절이 양념장으로 무치고 영양밥에 곁들여 비벼 먹는다.,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1056,recipe-1056,"1. 식초, 설탕, 물을 2:2:3비율로 섞고 무, 마늘, 오이, 양파, 비트, 청양고추, 레몬, 통후추를 넣어 이틀간 숙성시킨다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00134_1.png,"2. 비트절임을 믹서에 간 뒤 참기름, 날치알을 섞어 소스를 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00134_2.png,3. 통조림 참치는 체에 받쳐 기름을 뺀다.,,4. 해초는 씻은 후 남아있는 염분을 찬물에 담가 제거한 후 4cm로 자른다.,,5. 오이는 채 썰고 새싹은 씻는다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00134_5.png,"6. 오징어, 홍합은 끓는 물에 레몬을 함께 넣고 데친 후 0.5×0.5cm로 잘라
준비된 참치와 함께 섞는다.",,"7. 베이컨은 팬에 굽고, 청양고추는 다진다.",,"8. 그릇에 쌀밥, 해초, 오이, 오징어, 새싹, 홍합, 참치를 담고 그 위에 비트절
임, 베이컨, 다진 청양고추, 볶음 참깨를 올려 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1057,recipe-1057,"1. 간장과 맛술을 섞고, 유자청, 고춧가루, 다진 고추를 넣어 양념장을 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00135_1.png,2. 쌀은 물과 1:0.9 비율로 섞어 밥을 짓는다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00135_2.png,"3. 표고버섯, 양파, 당근을 0.5cm로 썬다.",,4. 달걀로 지단을 부친 후 0.2cm 두께로 채 썬다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00135_4.png,"5. 참나물은 억센 줄기를 없애고, 3cm 길이로 썬다.",,"6. 참치는 체에 받쳐 기름을 빼고, 베이컨은 0.5×0.5cm로 썬다. 묵은 3×2×
1cm로 썰어 물에 데친다.",,"7. 시금치는 뿌리를 제거하고 5cm로 썰어 끓는 물에 데친 후 참기름, 참깨와
버무린다.",,"8. 표고버섯, 양파, 당근, 베이컨, 참나물을 각각 기름에 볶는다.",,"9. 참기름을 두른 화반에 모든 재료를 소복하게 돌려 담아 소스와 함께 곁
들여 완성한다.",,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1058,recipe-1058,"1. 닭은 살을 발라내고, 남은 뼈는 파, 마늘을 넣고 육수를 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00136_1.png,2. 마와 단호박은 1×1×5cm로 썬다.,,"3. 은행은 껍질을 까고, 대추는 씨를 빼고 돌려 깎는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00136_3.png,"4. 마늘, 아스파라거스, 영콘은 굽는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00136_4.png,"5. 닭에 마, 대추, 쌀, 단호박, 은행을 넣고 랩으로 감싸 말아 곁들일 단호박
과 찜통에 찐다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1059,recipe-1059,1. 두부에 쌀뜨물을 넣고 갈아준다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_1.png,2. 돼지고기는 썰고 김치는 물에 씻어 양념을 제거하고 3×3cm로 썬다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_2.png,"3. 냄비에 돼지고기와 김치를 함께 볶은 후,c 망에 거른 된장과 1의 두부를
넣어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00137_3.png,"4. 고춧가루와 청양고추, 홍고추를 넣어 끓이다가 대파를 넣어 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1060,recipe-1060,"1. 김치, 베이컨, 스팸, 소시지, 양파, 두부, 무는 두께 0.5cm로 썬다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_1.png,2. 다시마와 물을 끓여 다시마물을 만든다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_2.png,"3. 뚝배기 그릇에 소시지, 베이컨, 두부, 스팸, 무, 우민찌, 김치를 담고 다시마물 300g을 넣어 끓인다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00138_3.png,"4. 부대찌개가 끓어오르면 저염된장을 풀고 양파, 대파, 다진 마늘, 떡국 떡을넣어 끓인다",,5. 재료가 다 익으면 홍고추와 청양고추를 넣어 완성한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1061,recipe-1061,"1. 멸치, 다시마, 양파, 무로 육수를 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00139_1.png,"2. 마늘은 다지고, 팽이버섯은 찢고, 표고버섯은 채 썬다.",,"3. 두부와 쥬키니호박, 감자는 납작하게 썰고, 파는 어슷하게 썬다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00139_3.png,4. 감자를 넣어 익히다가 표고버섯과 다진 마늘을 넣는다.,,"5. 된장 한 스푼을 풀고, 쥬키니와 두부를 넣는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00139_5.png,6. 청국장 분말을 20g 넣는다.,,"7. 두부, 파를 넣고 한소끔 끓이고, 팽이버섯, 홍고추, 풋고추를 고명으로 올
린다.",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1062,recipe-1062,"1. 마늘, 양파, 사과, 토마토는 다진다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00173_1.png,"2. 팬에 기름을 두르고 마늘, 양파, 사과, 토마토 순으로 볶는다.",,"3. 2에 레드와인, 핫 소스, 레몬즙을 넣어 반으로 졸인 후 후추가루를 넣어
소스를 완성한다",,4. 우동 면은 삶은 후 체에 건져 물기를 뺀다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00173_4.png,"5. 백김치, 부추는 3×1cm로 썬다.",,6. 닭 가슴살은 삶아 찢는다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00173_6.png,"7. 따뜻한 육수에 라이스페이퍼를 넣었다 꺼내어 우동 면, 백김치, 부추, 닭
가슴살을 넣고 말아준다.",,8. 토마토소스를 곁들인다.,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1063,recipe-1063,"1. 고구마를 찜통에 넣어 30분 찐다.a 찐 고구마는 우유, 꿀과 함께 믹서에
갈아 무스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00174_1.png,2. 밀가루와 물을 2:3 비율로 섞어 반죽한다.,,3. 팬에 기름을 둘러 반죽을 동그랗게 굽는다.,,"4. 당근, 피망, 양파는 0.5×0.5cm로 썬다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00174_4.png,"5. 팬에 식용유를 둘러 당근, 피망, 양파 순으로 볶다가 칠리소스를 넣어 볶
는다.",,6. 피스타치오를 볶는다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00174_6.png,7. 밀전병 위에 5를 넣고 말아 준 후 3cm로 썬다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1064,recipe-1064,1. 닭 가슴살은 오븐에 구워 1×1×1cm으로 썬다.,,2. 양배추는 5cm길이로 채 썰고 양파는 0.5cm두께로 반달썰기 한다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00175_2.png,3. 달걀은 풀어준다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00175_3.png,"4. 팬에 카놀라유를 두르고 양배추, 양파, 숙주를 넣어 천일염, 흰 후춧가루
를 넣고 볶는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00175_4.png,"5. 팬에 풀어놓은 계란을 넣어 동그랗게 만들어 익히다가 닭 가슴살과 볶은
야채를 넣고 오믈렛모양으로 만든다.",,"6. 접시에 오믈렛을 담고 마요네즈와 데리야끼소스, 일본식 돈까스 소스를
뿌린 후 송송 썬 쪽파를 뿌려 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1065,recipe-1065,"1. 볶은 깨, 참기름, 고추장, 꿀, 양조간장, 식초, 다진 마늘을 섞어 제육양념
을 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00176_1.png,2. 돼지고기는 다진 후 끓는 물에 월계수 잎을 넣고 데친다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00176_2.png,3. 데친 돼지고기는 제육양념에 재운다.,,4. 양배추는 결을 따라 채 썬다.,,5. 양파와 피망은 3×3cm 크기로 자른다.,,"6. 팬에 올리브오일을 두르고 썰어놓은 양배추를 넣고 볶다가 재운 돼지고
기와 물을 넣고 조린다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00176_6.png,"7. 또띠아에 양배추, 제육볶음, 양파, 피망을 넣은 후 저염치즈를 올리고 접어
올리브오일을 두른 팬에 익힌다.",,8. 완성된 또띠아를 접시에 담아 완성한다.,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1066,recipe-1066,"1. 후추, 올리브오일과 다진바질을 섞어 참치를 재운다.",,2. 당근은 모서리 부분을 다듬는다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00177_2.png,"3. 가열된 팬에 버터를 녹이고 손질한 당근, 은행, 아스파라거스, 영콘을 볶
는다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00177_3.png,4. 참치는 가열된 팬에 굽는다.,,5. 그라나파다노 치즈를 갈아 구워낸 참치 겉면에 입혀 크러스트를 만든다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00177_5.png,6. 접시에 발사믹크림을 뿌린 후 아스파라거스를 깔고 참치를 올린다.,,"7. 영콘, 은행, 방울토마토, 당근으로 장식한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1067,recipe-1067,"1. 소스팬에 저염된장, 양파즙, 사과즙, 배즙, 다진 마늘, 매실청, 깨소금, 참기름을 넣어 졸인다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00178_1.png,2. 파프리카는 4×0.3×0.3cm로 채 썬다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00178_2.png,3. 부추는 4cm길이로 자른다.,,4. 냉이는 손질하여 끓는 물에 데쳐 찬물에 식히고 수분제거 후 4cm로 썬다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00178_4.png,5. 목살은 찬물에 30분 담가 핏물을 제거한다.,,"6. 냄비에 물과 저염된장, 청주, 대파, 생강, 양파, 마늘을 넣어 끓이다가 핏물
뺀 고기를 넣고 35분 삶는다",,"7. 고기가 다 익으면 1cm로 썰고 부추, 파프리카, 냉이, 저염된장소스를 곁들
인다.",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1068,recipe-1068,"1. 돼지고기, 양파, 당근은 다진다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00179_1.png,"2. 1에 마늘즙, 생강즙, 후춧가루, 저염소금, 머스터드를 넣고 치댄다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00179_2.png,3. 고기반죽 가운데에 찹쌀떡을 넣어 완자모양으로 빚는다.,,4. 빚은 완자를 기름에 튀긴다.,,"5. 물엿, 저염간장, 레몬을 넣고 끓여 탕수소스를 만든다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00179_5.png,6. 튀긴 완자에 탕수소스를 충분히 묻힌다.,,"7. 소스를 묻힌 완자 각각에 볶은 참깨가루, 볶은 흑임자 가루, 시금치가루,
코코넛가루, 복분자가루를 묻혀 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1069,recipe-1069,"1. 매실액, 유자청, 레몬즙을 넣어 매실유자소스를 만든다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00180_1.png,"2. 두부는 4×4×0.5cm로 잘라 끓는 물에 데쳐 찬물에 헹구고 물기를 제거
한 후 레몬즙을 뿌린다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00180_2.png,3. 감자는 껍질을 제거하고 4×4×0.5cm로 썬다.,,4. 곰피는 끓는 물에 데쳐 찬물에 헹구고 물기를 제거한 후 3.5cm로 썬다.,,5. 미나리줄기는 끓는 물에 데쳐 찬물에 헹궈 물기를 짠다.,,"6. 파프리카는 반을 갈라 씨를 제거하고 3.5×3.5×0.2cm로 썰고 끓는 물에
데쳐 찬물에 헹군 후 수분을 제거한다.",,7. 느타리버섯을 찢고 팬에 식용유를 두른 후 레몬즙을 뿌려 볶는다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00180_7.png,"8. 두부 위에 곰피, 느타리버섯, 파프리카, 감자, 두부 순서로 올린 후 미나리
로 묶어 완성한다.",,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1070,recipe-1070,"1. 오렌지즙과 간장, 식초를 섞어 소스를 만든다.",,2. 감자를 믹서에 갈아준다.,,3. 양배추는 채 썬다.,,"4. 고기, 당근, 청양고추, 두부는 다진다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_4.png,5. 준비해둔 재료를 모두 섞고 부침가루와 계란을 넣어 반죽한다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_5.png,6. 가열된 팬에 기름을 두르고 반죽을 부어 굽는다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00181_6.png,7. 전과 소스를 함께 곁들인다,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1071,recipe-1071,"1. 삼겹살에 설탕, 건고추, 후춧가루, 월계수잎, 다진 샬롯과 마늘을 넣어 재
운다.",,"2. 가열된 팬에 삼겹살을 굽다가 청주를 넣어 알코올을 날린 후 오렌지주스
와 물을 넣어 졸인다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00182_2.png,3. 비트는 0.5×0.5×0.5cm로 썰어 설탕과 식초를 넣어 졸인다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00182_3.png,4. 청경채는 끓는 물에 데쳐 찬물에 헹군다.,,"5. 청경채, 양송이버섯, 당근, 샬롯은 가열된 팬에 오일을 두르고 굽는다.",,"6. 샬롯, 마늘, 아몬드는 다진다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00182_6.png,"7. 발사믹식초를 끓이다가 꿀을 넣고 샬롯, 마늘, 아몬드를 넣는다.",,8. 7에 오렌지 과육을 넣는다.,,"9. 삼겹살을 1cm로 잘라 비트, 청경채, 양송이버섯, 당근, 샬롯과 소스를 함
께 곁들인다.",,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1072,recipe-1072,"1. 홍합은 껍질에 붙어있는 불순물과
수염을 제거하고 바락바락 문질러
깨끗하게 헹궈 건진다.",,"2. 냄비에 물, 홍합과 마늘을 넣고 끓
여 입이 벌어지면 약한 불에서 국
물이 뽀얗게 우러나오게 끓인다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00075_2.png,"3. 발사믹식초와 올리브유를 잘 섞어
발사믹비네그레트 소스를 만든다.",,"4. 홍합육수에 쿠스쿠스를 넣고 3분
정도 익히고, 8분 정도 약한 불에
서 뚜껑을 덮어 익힌다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00075_4.png,"5. 파프리카는 반을 잘라 씨를 빼고
쿠스쿠스샐러드 볼로 사용한다.",,"6. 노랑 파프리카, 빨강 파프리카와
청피망은 잘게 다지고 방울토마토
도 잘게 썰어 뜨거운 쿠스쿠스에
섞는다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00075_6.png,7. 올리브는 얇게 썬다.,,"8. 반으로 자른 파프리카에 쿠스쿠스
를 소복하게 담고, 썰어놓은 올리
브를 올리고 발사믹 비네그레트
소스를 뿌린다.",,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1073,recipe-1073,"1. 기둥을 뗀 표고버섯, 새송이버섯,
느타리버섯, 양송이버섯은 3cm 정
도로 썬다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00066_1.png,"2. 자른 버섯을 찹쌀가루와 전분가
루를 혼합한 튀김가루에 고루 묻
힌다.",,"3. 튀김 팬에 기름을 붓고 180도의 온
도에서 버섯을 넣어 가라앉았다가
떠오르면 한번 저어주고 건져 기
름을 뺀다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00066_3.png,"4. 파인애플, 빨강 파프리카, 주황 파
프리카, 청피망, 양파는 3cm 정도
로 썬다. 깊은 팬에 식용유를 두르
고 썰어놓은 빨강 파프리카, 주황
파프리카, 청피망, 양파, 파인애플
을 볶은 다음 물을 넣고 끓으면 홍
초, 설탕을 넣고 끓인다.",,"5. 마지막으로 블루베리를 넣고 녹말
물을 넣어가며 걸쭉한 농도를 맞
춘 후 불을 끈다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00066_5.png,"6. 찹쌀버섯탕수와 블루베리 소스
를 곁들인다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1074,recipe-1074,"1. 손질한 당근, 양파, 양송이버섯을
곱게 다진다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00067_1.png,"2. 감자는 껍질을 벗겨 4등분하여 냄
비에 감자가 잠기게 물을 넣고 센
불에서 20분 정도 삶다가 젓가락
으로 찔러 들어가면 물을 반 정도
버리고 약한 불로 줄여서 물이 없
어질 때까지 뜸을 들여 익혀 으깬
다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00067_2.png,"3. 다진 양송이, 당근, 양파와 으깬 감
자를 함께 섞어 치대어 준다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00067_3.png,"4. 크로켓반죽을 지름 3cm 정도로 둥
글려 만든 후 밀가루, 풀어놓은 달
걀, 빵가루 순으로 묻힌다.",,"5. 튀김 팬에 180~200도의 기름에
크로켓을 넣어 가라앉았다가 올라
와 노릇해지면 뒤집어서 돌려가며
튀기고 기름을 빼준다.",,"6. 레몬 1개로 즙을 내어 소스 팬에
레몬즙과 설탕을 한소끔 끓여 레
몬 소스를 만든다.",,"7. 접시에 크로켓과 레몬 소스를 곁
들인다.",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-1075,recipe-1075,"1. 단호박은 씨를 제거해 삶은 후 껍
질을 벗기고 으깬다.",,"2. 양파는 곱게 다져서 색이 투명해
질 때까지 볶는다.a",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00068_2.png,"3. 볶아 놓은 양파와 으깬 단호박을
섞어 단호박무스를 만든다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00068_3.png,"4. 밤콩, 완두콩, 검은콩은 콩의 두 배
의 물로 불린 후 콩과 물을 1:2.5
로 넣고 20~25분 정도 무르게 삶
아준다.",,"5. 삼겹살은 칼등을 사용하여 두드려
얇게 펴준다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00068_5.png,"6. 김발을 깔고 고기를 틈새 없이 펼
치고 그 위에 단호박무스를 올린
다.",,"7. 삶은콩을 단호박무스 위에 올려
김밥 말듯이 단단히 말아주고 실
을 돌려가며 묶는다.",,"8. 달궈진 프라이팬에 올리브유를 두
르고 삼겹살을 돌려가며 겉을 익
힌다.",,"9. 김이 오른 찜기에 겉은 익힌 삼겹
살 롤을 20~30분 정도 찌고, 고
기가 다 익으면 한입 크기로 썬다.",,"10. 토마토는 끓는 물에 데친 후 껍질
을 벗기고, 아몬드는 물에 불려 껍
질을 제거한다.",,,,"11. 파프리카는 불에 겉면을 태운 뒤
봉지에 담았다가 습기가 차면 껍
질을 벗긴다.",,"13. 마른 홍고추와 올리브유, 손질한
위의 재료들을 모두 믹서에 넣고
갈아준다.",,"14. 식빵은 잘게 찢어 준비한 다음 소
스의 농도를 조절하며 넣는다.",,"15. 접시에 로메스코소스를 담고 삼겹
살롤을 올린다.",,,,,,,,,,,
